,category,hour,location,name,price,url,year
988,TRACK TYPE TRACTORS,3171Hours,"Salina,UT,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL PAT 2014,"NT$8,687,232TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL%20PAT/2106472/detail_view.html,2014
989,TRACK TYPE TRACTORS,3489Hours,"Lakeside,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL SL 2013,"NT$8,687,232TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL%20SL/1930895/detail_view.html,2013
990,TRACK TYPE TRACTORS,2472Hours,"Ely,NV,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T LGP AR 2012,"NT$8,687,232TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20LGP%20AR/2048432/detail_view.html,2012
991,TRACK TYPE TRACTORS,2886Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XWVPAT 2014,"NT$8,596,740TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XWVPAT/2279107/detail_view.html,2014
992,TRACK TYPE TRACTORS,2392Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T LGPVPT 2014,"NT$8,596,740TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20LGPVPT/2022804/detail_view.html,2014
993,TRACK TYPE TRACTORS,3426Hours,"ColoradoSprings,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL 2013,"NT$8,596,740TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL/1995004/detail_view.html,2013
994,TRACK TYPE TRACTORS,4117Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D8T AW 2009,"NT$8,596,740TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D8T%20AW/2317686/detail_view.html,2009
995,TRACK TYPE TRACTORS,4901Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D8T AW 2009,"NT$8,596,740TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D8T%20AW/2305203/detail_view.html,2009
996,TRACK TYPE TRACTORS,5432Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D8T AW 2008,"NT$8,596,740TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D8T%20AW/2365825/detail_view.html,2008
997,TRACK TYPE TRACTORS,37Hours,"Sacramento,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS PL61 2014,"NT$8,415,756TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/PL61/2369231/detail_view.html,2014
998,TRACK TYPE TRACTORS,18Hours,"Sacramento,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS PL61 2014,"NT$8,415,756TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/PL61/2369285/detail_view.html,2014
999,TRACK TYPE TRACTORS,3217Hours,"Tucson,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XW PAT 2012,"NT$8,297,513TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XW%20PAT/2481561/detail_view.html,2012
1000,TRACK TYPE TRACTORS,1905Hours,"Hobbs,NM,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N LGP PL 2009,"NT$8,295,100TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20LGP%20PL/2071562/detail_view.html,2009
1001,TRACK TYPE TRACTORS,51061Hours,"Henderson,NV,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D10R 1997,"NT$8,295,100TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D10R/2391149/detail_view.html,1997
1002,TRACK TYPE TRACTORS,3862Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D7E 2010,"NT$8,204,608TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D7E/2005921/detail_view.html,2010
1003,TRACK TYPE TRACTORS,4809Hours,"Imperial,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T PAT 2013,"NT$8,128,232TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20PAT/2417418/detail_view.html,2013
1004,TRACK TYPE TRACTORS,1144Hours,"Phoenix,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N XL 2016,"NT$8,081,056TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20XL/2352429/detail_view.html,2016
1005,TRACK TYPE TRACTORS,1439Hours,"Flagstaff,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N XL 2016,"NT$8,069,955TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20XL/2390080/detail_view.html,2016
1006,TRACK TYPE TRACTORS,606Hours,"Sacramento,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N XL 2015,"NT$7,993,460TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20XL/2469258/detail_view.html,2015
1007,TRACK TYPE TRACTORS,1264Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N XL ARO 2015,"NT$7,933,132TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20XL%20ARO/2212392/detail_view.html,2015
1008,TRACK TYPE TRACTORS,2893Hours,"FRESNO,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XW 2014,"NT$7,827,558TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XW/2502188/detail_view.html,2014
1009,TRACK TYPE TRACTORS,1227Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N XL 2014,"NT$7,691,820TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20XL/2057661/detail_view.html,2014
1010,TRACK TYPE TRACTORS,1622Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N XL ARO 2014,"NT$7,541,000TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20XL%20ARO/2373633/detail_view.html,2014
1011,TRACK TYPE TRACTORS,2920Hours,"Sacramento,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T LGP 2012,"NT$7,525,918TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20LGP/2206674/detail_view.html,2012
1012,TRACK TYPE TRACTORS,5887Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XW PAT 2013,"NT$7,510,836TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XW%20PAT/2048716/detail_view.html,2013
1013,TRACK TYPE TRACTORS,3160Hours,"Vernal,UT,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T LGP AR 2012,"NT$7,480,672TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20LGP%20AR/2048433/detail_view.html,2012
1014,TRACK TYPE TRACTORS,1560Hours,"GrandJunction,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N XL 2014,"NT$7,390,180TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20XL/2063553/detail_view.html,2014
1015,TRACK TYPE TRACTORS,3788Hours,"FRESNO,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6TXW 2013,"NT$7,375,098TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6TXW/2518726/detail_view.html,2013
1016,TRACK TYPE TRACTORS,7281Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T PAT 2012,"NT$7,370,633TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20PAT/2111621/detail_view.html,2012
1017,TRACK TYPE TRACTORS,678Hours,"Pueblo,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K2 XL 2016,"NT$7,345,054TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K2%20XL/2358545/detail_view.html,2016
1018,TRACK TYPE TRACTORS,126Hours,"Sacramento,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS PL61 2014,"NT$7,239,360TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/PL61/2369230/detail_view.html,2014
1019,TRACK TYPE TRACTORS,1892Hours,"Hobbs,NM,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N XL 2014,"NT$7,088,540TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20XL/2038018/detail_view.html,2014
1020,TRACK TYPE TRACTORS,3367Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL 2013,"NT$7,088,540TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL/2000184/detail_view.html,2013
1021,TRACK TYPE TRACTORS,3074Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL DS 2012,"NT$7,088,540TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL%20DS/2077373/detail_view.html,2012
1022,TRACK TYPE TRACTORS,2928Hours,"GrandJunction,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N LGP PL 2008,"NT$7,088,540TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20LGP%20PL/1383281/detail_view.html,2008
1023,TRACK TYPE TRACTORS,2712Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N LGP PL 2007,"NT$7,088,540TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20LGP%20PL/1384618/detail_view.html,2007
1024,TRACK TYPE TRACTORS,5593Hours,"Kingman,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T LGP 2012,"NT$7,019,162TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20LGP/2195209/detail_view.html,2012
1025,TRACK TYPE TRACTORS,4477Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T LGP 2013,"NT$6,937,720TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20LGP/1995005/detail_view.html,2013
1026,TRACK TYPE TRACTORS,21836Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D10R 1997,"NT$6,937,720TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D10R/2528478/detail_view.html,1997
1027,TRACK TYPE TRACTORS,3375Hours,"Prescott,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T 2012,"NT$6,832,266TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T/2149315/detail_view.html,2012
1028,TRACK TYPE TRACTORS,2248Hours,"Hayden,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N LGP 2014,"NT$6,786,900TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20LGP/2008638/detail_view.html,2014
1029,TRACK TYPE TRACTORS,3376Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N LGP 2014,"NT$6,786,900TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20LGP/2030731/detail_view.html,2014
1030,TRACK TYPE TRACTORS,2110Hours,"Windsor,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N LGP DS 2012,"NT$6,786,900TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20LGP%20DS/2000089/detail_view.html,2012
1031,TRACK TYPE TRACTORS,2842Hours,"Bloomfield,NM,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL DS 2011,"NT$6,786,900TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL%20DS/1999952/detail_view.html,2011
1032,TRACK TYPE TRACTORS,1924Hours,"Ogden,UT,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N XL ARO 2014,"NT$6,678,309TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20XL%20ARO/2048686/detail_view.html,2014
1033,TRACK TYPE TRACTORS,2575Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N XL DS 2013,"NT$6,485,260TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20XL%20DS/2000199/detail_view.html,2013
1034,TRACK TYPE TRACTORS,3846Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL DS 2012,"NT$6,485,260TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL%20DS/2005922/detail_view.html,2012
1035,TRACK TYPE TRACTORS,3812Hours,"Henderson,NV,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D7E 2011,"NT$6,397,241TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D7E/2508123/detail_view.html,2011
1036,TRACK TYPE TRACTORS,4451Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL DS 2011,"NT$6,183,620TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL%20DS/1993630/detail_view.html,2011
1037,TRACK TYPE TRACTORS,3766Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL DS 2012,"NT$6,032,800TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL%20DS/1994054/detail_view.html,2012
1038,TRACK TYPE TRACTORS,4879Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T PAT 2012,"NT$6,017,718TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20PAT/2415753/detail_view.html,2012
1039,TRACK TYPE TRACTORS,5620Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T PAT 2011,"NT$6,017,718TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20PAT/2452413/detail_view.html,2011
1040,TRACK TYPE TRACTORS,4620Hours,"Prescott,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T 2011,"NT$5,881,980TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T/2415749/detail_view.html,2011
1041,TRACK TYPE TRACTORS,4849Hours,"Phoenix,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T 2011,"NT$5,881,980TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T/2415750/detail_view.html,2011
1042,TRACK TYPE TRACTORS,3591Hours,"Durango,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N LGP PL 2007,"NT$5,881,980TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20LGP%20PL/1371333/detail_view.html,2007
1043,TRACK TYPE TRACTORS,6348Hours,"Ely,NV,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T LGP AR 2011,"NT$5,670,832TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20LGP%20AR/2041469/detail_view.html,2011
1044,TRACK TYPE TRACTORS,721Hours,"Yuma,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K2 2015,"NT$5,608,452TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K2/2358858/detail_view.html,2015
1045,TRACK TYPE TRACTORS,2660Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K2 LGP 2014,"NT$5,580,340TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K2%20LGP/2064339/detail_view.html,2014
1046,TRACK TYPE TRACTORS,4802Hours,"Windsor,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N LGP DS 2012,"NT$5,580,340TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20LGP%20DS/2000143/detail_view.html,2012
1047,TRACK TYPE TRACTORS,4501Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL DS 2011,"NT$5,520,012TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL%20DS/2525806/detail_view.html,2011
1048,TRACK TYPE TRACTORS,878Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K2 2015,"NT$5,480,798TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K2/2252485/detail_view.html,2015
1049,TRACK TYPE TRACTORS,1522Hours,"Windsor,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K2 XL 2014,"NT$5,429,520TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K2%20XL/2027030/detail_view.html,2014
1050,TRACK TYPE TRACTORS,5850Hours,"CityofIndustry,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL 2011,"NT$5,429,520TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL/2537023/detail_view.html,2011
1051,TRACK TYPE TRACTORS,1039Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K2 2015,"NT$5,297,642TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K2/2253882/detail_view.html,2015
1052,TRACK TYPE TRACTORS,1467Hours,"GrandJunction,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K LGP 2011,"NT$5,278,700TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K%20LGP/1612404/detail_view.html,2011
1053,TRACK TYPE TRACTORS,2220Hours,"ColoradoSprings,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K2 LGP 2014,"NT$5,097,716TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K2%20LGP/2027649/detail_view.html,2014
1054,TRACK TYPE TRACTORS,1580Hours,"Pueblo,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K2 XL 2014,"NT$4,977,060TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K2%20XL/2062267/detail_view.html,2014
1055,TRACK TYPE TRACTORS,14472Hours,"CITYOFINDUSTRY,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D9T 2005,"NT$4,977,060TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D9T/2536384/detail_view.html,2005
1056,TRACK TYPE TRACTORS,1228Hours,"Imperial,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K2 2014,"NT$4,947,981TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K2/2252468/detail_view.html,2014
1057,TRACK TYPE TRACTORS,6973Hours,"ELOY,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6TXL 2013,"NT$4,916,732TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6TXL/2389043/detail_view.html,2013
1058,TRACK TYPE TRACTORS,2096Hours,"FRESNO,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D4K2 XL 2013,"NT$4,887,593TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D4K2%20XL/2540626/detail_view.html,2013
1059,TRACK TYPE TRACTORS,2250Hours,"CityofIndustry,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D4K2 2014,"NT$4,886,568TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D4K2/2540627/detail_view.html,2014
1060,TRACK TYPE TRACTORS,1554Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K2 2015,"NT$4,873,054TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K2/2252488/detail_view.html,2015
1061,TRACK TYPE TRACTORS,318Hours,"Phoenix,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D5K2    ST 2016,"NT$4,759,275TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D5K2%20%20%20%20ST/2425830/detail_view.html,2016
1062,TRACK TYPE TRACTORS,858Hours,"GrandJunction,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D5K2 XL 2015,"NT$4,675,420TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D5K2%20XL/2157464/detail_view.html,2015
1063,TRACK TYPE TRACTORS,1027Hours,"Cedarcity,UT,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D5K2 XL AR 2015,"NT$4,373,780TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D5K2%20XL%20AR/2158504/detail_view.html,2015
1064,TRACK TYPE TRACTORS,25832Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D9R DS 1996,"NT$4,373,780TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D9R%20DS/2267967/detail_view.html,1996
1065,TRACK TYPE TRACTORS,226Hours,"Flagstaff,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D5K2 2017,"NT$4,318,036TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D5K2/2449321/detail_view.html,2017
1066,TRACK TYPE TRACTORS,23691Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D9N 1994,"NT$4,192,796TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D9N/2541785/detail_view.html,1994
1067,TRACK TYPE TRACTORS,5092Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K2 LGP 2013,"NT$4,072,140TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K2%20LGP/2453653/detail_view.html,2013
1068,TRACK TYPE TRACTORS,15901Hours,"FRESNO,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D8RII 2003,"NT$3,921,320TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D8RII/2540637/detail_view.html,2003
1069,TRACK TYPE TRACTORS,6954Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N LGP DS 2011,"NT$3,906,238TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20LGP%20DS/2539306/detail_view.html,2011
1070,TRACK TYPE TRACTORS,15517Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D8R II 2003,"NT$3,770,500TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D8R%20II/2235114/detail_view.html,2003
1071,TRACK TYPE TRACTORS,795Hours,"Flagstaff,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D5K2 HRC 2016,"NT$3,660,341TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D5K2%20HRC/2362170/detail_view.html,2016
1072,TRACK TYPE TRACTORS,3036Hours,"FRESNO,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K LGP 2007,"NT$3,589,516TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K%20LGP/2311224/detail_view.html,2007
1073,TRACK TYPE TRACTORS,685Hours,"Tucson,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D5K2 2015,"NT$3,502,161TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D5K2/2425448/detail_view.html,2015
1074,TRACK TYPE TRACTORS,16868Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D9N 1990,"NT$3,468,860TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D9N/2498841/detail_view.html,1990
1075,TRACK TYPE TRACTORS,17317Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D7R 1997,"NT$3,318,040TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D7R/2401074/detail_view.html,1997
1076,TRACK TYPE TRACTORS,7198Hours,"Brighton,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6T XL DS 2008,"NT$3,257,712TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6T%20XL%20DS/2274614/detail_view.html,2008
1077,TRACK TYPE TRACTORS,6581Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N LGP AR 2006,"NT$3,167,220TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20LGP%20AR/2041269/detail_view.html,2006
1078,TRACK TYPE TRACTORS,205Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D3K2 2016,"NT$3,146,949TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D3K2/2432036/detail_view.html,2016
1079,TRACK TYPE TRACTORS,26359Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D8R 1998,"NT$3,016,400TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D8R/2494167/detail_view.html,1998
1080,TRACK TYPE TRACTORS,325Hours,"Phoenix,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D3K2 2016,"NT$2,988,769TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D3K2/2477024/detail_view.html,2016
1081,TRACK TYPE TRACTORS,6156Hours,"Mesa,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6N LGP 2004,"NT$2,983,219TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6N%20LGP/2357077/detail_view.html,2004
1082,TRACK TYPE TRACTORS,2579Hours,"Eloy,AZ,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6K LGP 2008,"NT$2,935,198TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6K%20LGP/2251257/detail_view.html,2008
1083,TRACK TYPE TRACTORS,1703Hours,"Pueblo,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D4K2 XL 2012,"NT$2,865,580TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D4K2%20XL/2403510/detail_view.html,2012
1084,TRACK TYPE TRACTORS,9051Hours,"Brighton,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D6R XL DS 1999,"NT$2,684,596TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D6R%20XL%20DS/2221858/detail_view.html,1999
1085,TRACK TYPE TRACTORS,3213Hours,"Aurora,CO,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D5G XL 2005,"NT$2,518,694TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D5G%20XL/2515399/detail_view.html,2005
1086,TRACK TYPE TRACTORS,23000Hours,"Hurrican,UT,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D9L 1983,"NT$2,413,120TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D9L/2513508/detail_view.html,1983
1087,TRACK TYPE TRACTORS,3223Hours,"FRESNO,CA,UnitedStates",CATERPILLAR TRACK TYPE TRACTORS D3K2 XL 2011,"NT$2,081,316TWD",/en/CATERPILLAR/TRACK%20TYPE%20TRACTORS/D3K2%20XL/2408532/detail_view.html,2011
