,category,hour,location,name,price,url,year
0,BACKHOE LOADERS,2051Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 950K FC 2014,"NT$7,465,590TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/950K%20FC/2513534/detail_view.html,2014
1,BACKHOE LOADERS,256Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F2 4WDE 2015,"NT$4,713,758TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F2%204WDE/2415389/detail_view.html,2015
2,BACKHOE LOADERS,1267Hours,"FRESNO,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 2013,"NT$3,634,762TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F/2474609/detail_view.html,2013
3,BACKHOE LOADERS,2060Hours,"FRESNO,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 2013,"NT$3,589,516TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F/2494382/detail_view.html,2013
4,BACKHOE LOADERS,1579Hours,"FRESNO,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 2013,"NT$3,318,040TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F/2505465/detail_view.html,2013
5,BACKHOE LOADERS,1568Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F IT4WE 2014,"NT$2,714,760TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20IT4WE/2067793/detail_view.html,2014
6,BACKHOE LOADERS,2288Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F IT4WE 2013,"NT$2,639,350TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20IT4WE/2335020/detail_view.html,2013
7,BACKHOE LOADERS,1255Hours,"FRESNO,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 420FST 2012,"NT$2,609,186TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420FST/2079147/detail_view.html,2012
8,BACKHOE LOADERS,1716Hours,"CITYOFINDUSTRY,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 420FST 2012,"NT$2,579,022TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420FST/2079142/detail_view.html,2012
9,BACKHOE LOADERS,1583Hours,"CITYOFINDUSTRY,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 420FST 2012,"NT$2,579,022TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420FST/2245833/detail_view.html,2012
10,BACKHOE LOADERS,1476Hours,"FRESNO,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 420FST 2012,"NT$2,579,022TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420FST/2245832/detail_view.html,2012
11,BACKHOE LOADERS,1265Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 416F 4WD 2013,"NT$2,262,300TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/416F%204WD/2403512/detail_view.html,2013
12,BACKHOE LOADERS,1340Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 416F 4WD 2013,"NT$2,141,644TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/416F%204WD/2310423/detail_view.html,2013
13,BACKHOE LOADERS,1539Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4EO 2013,"NT$2,122,942TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204EO/2152378/detail_view.html,2013
14,BACKHOE LOADERS,380Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4WD 2015,"NT$2,790,170TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204WD/2510167/detail_view.html,2015
15,BACKHOE LOADERS,800Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F IT4WE 2015,"NT$5,589,871TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20IT4WE/2513142/detail_view.html,2015
16,BACKHOE LOADERS,315Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2 IT4E 2015,"NT$5,577,806TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2%20IT4E/2514595/detail_view.html,2015
17,BACKHOE LOADERS,68Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 2016,"NT$5,186,639TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F/2497668/detail_view.html,2016
18,BACKHOE LOADERS,376Hours,"Tucson,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 4EOMP 2016,"NT$4,873,054TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F%204EOMP/2336125/detail_view.html,2016
19,BACKHOE LOADERS,405Hours,"Phoenix,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 4EOMP 2016,"NT$4,850,853TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F%204EOMP/2352495/detail_view.html,2016
20,BACKHOE LOADERS,586Hours,"Mesa,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 4EOMP 2016,"NT$4,734,300TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F%204EOMP/2372820/detail_view.html,2016
21,BACKHOE LOADERS,596Hours,"Mesa,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 4EOMP 2016,"NT$4,687,123TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F%204EOMP/2367183/detail_view.html,2016
22,BACKHOE LOADERS,475Hours,"LasCruces,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F IT4WE 2014,"NT$4,568,820TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20IT4WE/2415359/detail_view.html,2014
23,BACKHOE LOADERS,1866Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F 4WDE 2014,"NT$4,506,561TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%204WDE/2457765/detail_view.html,2014
24,BACKHOE LOADERS,641Hours,"Eloy,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 4EOMP 2015,"NT$4,345,787TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F%204EOMP/2253348/detail_view.html,2015
25,BACKHOE LOADERS,1735Hours,"SanMarcos,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F CB 2014,"NT$4,343,616TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F%20CB/2008190/detail_view.html,2014
26,BACKHOE LOADERS,681Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 4EOMP 2015,"NT$4,304,161TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F%204EOMP/2256883/detail_view.html,2015
27,BACKHOE LOADERS,51Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F IT4WD 2015,"NT$4,188,090TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20IT4WD/2415356/detail_view.html,2015
28,BACKHOE LOADERS,834Hours,"Tucson,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 4EOMP 2015,"NT$4,176,507TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F%204EOMP/2252276/detail_view.html,2015
29,BACKHOE LOADERS,295Hours,"Durango,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F2 IT4W 2015,"NT$4,072,140TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F2%20IT4W/2236704/detail_view.html,2015
30,BACKHOE LOADERS,873Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F2 IT4W 2015,"NT$3,921,320TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F2%20IT4W/2236698/detail_view.html,2015
31,BACKHOE LOADERS,1774Hours,"FRESNO,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 420FST 2012,"NT$3,905,302TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420FST/2518466/detail_view.html,2012
32,BACKHOE LOADERS,127Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F IT4WD 2015,"NT$3,785,582TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%20IT4WD/2373113/detail_view.html,2015
33,BACKHOE LOADERS,117Hours,"Sandiego,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F2 2015,"NT$3,770,500TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F2/2509246/detail_view.html,2015
34,BACKHOE LOADERS,91Hours,"GrandJunction,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2 4WDE 2015,"NT$3,680,008TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2%204WDE/2248773/detail_view.html,2015
35,BACKHOE LOADERS,601Hours,"Hobbs,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2 IT4W 2015,"NT$3,619,680TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2%20IT4W/2373114/detail_view.html,2015
36,BACKHOE LOADERS,438Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F IT4WD 2015,"NT$3,619,680TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%20IT4WD/2373112/detail_view.html,2015
37,BACKHOE LOADERS,1645Hours,"Eloy,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 2013,"NT$3,607,614TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F/2498031/detail_view.html,2013
38,BACKHOE LOADERS,527Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F24ECIP 2016,"NT$3,565,988TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F24ECIP/2358312/detail_view.html,2016
39,BACKHOE LOADERS,310Hours,"Vernal,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2ITECF 2015,"NT$3,538,237TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2ITECF/2442767/detail_view.html,2015
40,BACKHOE LOADERS,434Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F24EOIP 2017,"NT$3,485,510TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F24EOIP/2470835/detail_view.html,2017
41,BACKHOE LOADERS,926Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2 E CF 2015,"NT$3,458,755TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2%20E%20CF/2393992/detail_view.html,2015
42,BACKHOE LOADERS,314Hours,"Phoenix,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F24EOIP 2016,"NT$3,435,558TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F24EOIP/2442333/detail_view.html,2016
43,BACKHOE LOADERS,753Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2 E 2015,"NT$3,429,043TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2%20E/2310541/detail_view.html,2015
44,BACKHOE LOADERS,332Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F24EOIP 2016,"NT$3,424,458TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F24EOIP/2387458/detail_view.html,2016
45,BACKHOE LOADERS,331Hours,"Hayden,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4WDE 2015,"NT$3,378,368TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204WDE/2120809/detail_view.html,2015
46,BACKHOE LOADERS,496Hours,"Tucson,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F24EOIP 2016,"NT$3,330,105TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F24EOIP/2348609/detail_view.html,2016
47,BACKHOE LOADERS,630Hours,"Hurricane,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E 2014,"NT$3,324,072TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E/2179446/detail_view.html,2014
48,BACKHOE LOADERS,1388Hours,"Ogden,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E 2014,"NT$3,324,072TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E/2221692/detail_view.html,2014
49,BACKHOE LOADERS,1003Hours,"Durango,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F IT4WE 2014,"NT$3,318,040TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%20IT4WE/2415383/detail_view.html,2014
50,BACKHOE LOADERS,693Hours,"ColoradoSprings,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F 4WD 2014,"NT$3,318,040TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%204WD/2084363/detail_view.html,2014
51,BACKHOE LOADERS,843Hours,"Hurricane,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F E CF 2013,"NT$3,318,040TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%20E%20CF/2276535/detail_view.html,2013
52,BACKHOE LOADERS,694Hours,"Ogden,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E 2014,"NT$3,287,876TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E/2233780/detail_view.html,2014
53,BACKHOE LOADERS,1723Hours,"Tucson,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 450F 4EOMP 2014,"NT$3,277,378TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/450F%204EOMP/2282446/detail_view.html,2014
54,BACKHOE LOADERS,664Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F IT4WE 2014,"NT$3,272,794TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%20IT4WE/1993017/detail_view.html,2014
55,BACKHOE LOADERS,607Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F24EOIP 2016,"NT$3,255,178TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F24EOIP/2372819/detail_view.html,2016
56,BACKHOE LOADERS,204Hours,"Prescott,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2 4EOP 2016,"NT$3,219,102TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2%204EOP/2398049/detail_view.html,2016
57,BACKHOE LOADERS,595Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F24EOIP 2016,"NT$3,199,676TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F24EOIP/2406137/detail_view.html,2016
58,BACKHOE LOADERS,1319Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F IT4WE 2014,"NT$3,182,302TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%20IT4WE/1993016/detail_view.html,2014
59,BACKHOE LOADERS,101Hours,"Bloomfield,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4WD 2015,"NT$3,167,220TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204WD/2410842/detail_view.html,2015
60,BACKHOE LOADERS,1293Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F IT4WE 2014,"NT$3,167,220TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20IT4WE/2407135/detail_view.html,2014
61,BACKHOE LOADERS,261Hours,"Phoenix,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2 4EOP 2016,"NT$3,166,375TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2%204EOP/2341576/detail_view.html,2016
62,BACKHOE LOADERS,1724Hours,"Ogden,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F E CF 2012,"NT$3,137,056TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%20E%20CF/2398308/detail_view.html,2012
63,BACKHOE LOADERS,301Hours,"Ogden,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E 2014,"NT$3,118,957TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E/2391234/detail_view.html,2014
64,BACKHOE LOADERS,1000Hours,"Durango,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2 4WDE 2015,"NT$3,106,892TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2%204WDE/2194305/detail_view.html,2015
65,BACKHOE LOADERS,888Hours,"Tucson,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F24EOIP 2016,"NT$3,105,323TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F24EOIP/2337932/detail_view.html,2016
66,BACKHOE LOADERS,510Hours,"Ogden,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E 2014,"NT$3,097,842TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E/2391233/detail_view.html,2014
67,BACKHOE LOADERS,375Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E 2014,"NT$3,097,842TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E/2391235/detail_view.html,2014
68,BACKHOE LOADERS,393Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4WDE 2015,"NT$3,091,810TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204WDE/2340257/detail_view.html,2015
69,BACKHOE LOADERS,1013Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2 4WDE 2015,"NT$3,091,810TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2%204WDE/2199400/detail_view.html,2015
70,BACKHOE LOADERS,1357Hours,"Hurricane,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E 2014,"NT$3,070,695TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E/2391229/detail_view.html,2014
71,BACKHOE LOADERS,1583Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E 2014,"NT$3,052,596TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E/2173626/detail_view.html,2014
72,BACKHOE LOADERS,364Hours,"Imperial,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4EC 2015,"NT$3,024,845TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204EC/2509937/detail_view.html,2015
73,BACKHOE LOADERS,1076Hours,"Tucson,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F24EOIP 2016,"NT$3,022,070TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F24EOIP/2462408/detail_view.html,2016
74,BACKHOE LOADERS,591Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2 4WDE 2015,"NT$3,016,400TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2%204WDE/2519697/detail_view.html,2015
75,BACKHOE LOADERS,800Hours,"Salina,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E 2014,"NT$3,016,400TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E/2391236/detail_view.html,2014
76,BACKHOE LOADERS,1111Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E THM 2014,"NT$3,016,400TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E%20THM/2341902/detail_view.html,2014
77,BACKHOE LOADERS,1048Hours,"Ogden,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F ITETH 2014,"NT$3,007,350TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20ITETH/2339409/detail_view.html,2014
78,BACKHOE LOADERS,454Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4WDE 2015,"NT$2,986,236TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204WDE/2120865/detail_view.html,2015
79,BACKHOE LOADERS,1178Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F24EOIP 2016,"NT$2,983,219TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F24EOIP/2370677/detail_view.html,2016
80,BACKHOE LOADERS,582Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E 2014,"NT$2,980,203TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E/2391230/detail_view.html,2014
81,BACKHOE LOADERS,1141Hours,"Durango,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F IT4WE 2014,"NT$2,975,678TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%20IT4WE/1993018/detail_view.html,2014
82,BACKHOE LOADERS,600Hours,"Hayden,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4WDE 2015,"NT$2,971,154TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204WDE/2128483/detail_view.html,2015
83,BACKHOE LOADERS,772Hours,"Hobbs,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4WDE 2014,"NT$2,971,154TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204WDE/2061944/detail_view.html,2014
84,BACKHOE LOADERS,1737Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F IT4WE 2014,"NT$2,945,514TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%20IT4WE/1993015/detail_view.html,2014
85,BACKHOE LOADERS,89Hours,"Phoenix,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 416F2 4EO 2016,"NT$2,916,617TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/416F2%204EO/2512031/detail_view.html,2016
86,BACKHOE LOADERS,2364Hours,"Lindon,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 430E E 2012,"NT$2,880,662TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430E%20E/2077185/detail_view.html,2012
87,BACKHOE LOADERS,395Hours,"Kingman,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4ECM 2014,"NT$2,877,766TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204ECM/2255729/detail_view.html,2014
88,BACKHOE LOADERS,1210Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4WDTB 2014,"NT$2,865,580TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204WDTB/2002644/detail_view.html,2014
89,BACKHOE LOADERS,1476Hours,"Albuquerque,NM,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F IT4WE 2014,"NT$2,865,580TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20IT4WE/2002643/detail_view.html,2014
90,BACKHOE LOADERS,1011Hours,"Logan,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F2 E 2015,"NT$2,835,416TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F2%20E/2281216/detail_view.html,2015
91,BACKHOE LOADERS,687Hours,"Pueblo,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F 4WD 2013,"NT$2,835,416TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%204WD/2000189/detail_view.html,2013
92,BACKHOE LOADERS,215Hours,"Safford,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4EO 2014,"NT$2,822,264TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204EO/2352541/detail_view.html,2014
93,BACKHOE LOADERS,1769Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F IT4WE 2014,"NT$2,820,334TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%20IT4WE/1993014/detail_view.html,2014
94,BACKHOE LOADERS,1479Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F IT4WE 2014,"NT$2,805,252TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20IT4WE/2008637/detail_view.html,2014
95,BACKHOE LOADERS,874Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 430E ITECF 2011,"NT$2,805,252TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430E%20ITECF/2308633/detail_view.html,2011
96,BACKHOE LOADERS,763Hours,"Prescott,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4ECM 2015,"NT$2,791,738TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204ECM/2257938/detail_view.html,2015
97,BACKHOE LOADERS,1088Hours,"Sacramento,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F 2015,"NT$2,790,170TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F/2437339/detail_view.html,2015
98,BACKHOE LOADERS,1469Hours,"Windsor,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4WDE 2014,"NT$2,790,170TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204WDE/2340238/detail_view.html,2014
99,BACKHOE LOADERS,1660Hours,"GrandJunction,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 430F IT4WE 2013,"NT$2,790,170TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430F%20IT4WE/2148950/detail_view.html,2013
100,BACKHOE LOADERS,211Hours,"Prescott,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 416F2 4EO 2016,"NT$2,788,963TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/416F2%204EO/2337933/detail_view.html,2016
101,BACKHOE LOADERS,216Hours,"Tucson,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 416F2 4EO 2016,"NT$2,788,963TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/416F2%204EO/2373790/detail_view.html,2016
102,BACKHOE LOADERS,798Hours,"ApacheJunction,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4ECM 2015,"NT$2,775,088TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204ECM/2419884/detail_view.html,2015
103,BACKHOE LOADERS,775Hours,"Windsor,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4WDE 2014,"NT$2,775,088TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204WDE/2534061/detail_view.html,2014
104,BACKHOE LOADERS,1754Hours,"Aurora,CO,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F IT4WE 2014,"NT$2,775,088TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20IT4WE/2347727/detail_view.html,2014
105,BACKHOE LOADERS,600Hours,"Saltlakecity,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F E 2014,"NT$2,775,088TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%20E/2391237/detail_view.html,2014
106,BACKHOE LOADERS,283Hours,"Yuma,AZ,UnitedStates",CATERPILLAR BACKHOE LOADERS 416F2 4EO 2016,"NT$2,752,887TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/416F2%204EO/2341948/detail_view.html,2016
107,BACKHOE LOADERS,357Hours,"Imperial,CA,UnitedStates",CATERPILLAR BACKHOE LOADERS 420F 4EO 2015,"NT$2,752,887TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/420F%204EO/2330948/detail_view.html,2015
108,BACKHOE LOADERS,1041Hours,"Cedarcity,UT,UnitedStates",CATERPILLAR BACKHOE LOADERS 430E E MP 2011,"NT$2,744,924TWD",/en/CATERPILLAR/BACKHOE%20LOADERS/430E%20E%20MP/2130090/detail_view.html,2011
